"tucaseid","age","sex","edu","race","hispanic","metro","social_time","num_children","weekly_earn","diary_date","famincome","hh_size"
20140705140790,34,"F","5. bachelor's degree","Black only","No","Yes",803,2,646.15,20140705,"9. $30,000 to $34,999",3
20140705140850,70,"M","3. some college","White only","No","Yes",225,0,888.88,20140710,"14. $75,000 to $99,999",1
20140705140852,64,"F","3. some college","White only","No","Yes",429,0,NA,20140721,"11. $40,000 to $49,999",2
20140705140855,53,"M","2. high school diploma","White only","No","Yes",30,0,1200,20140712,"13. $60,000 to $74,999",2
20140705140861,28,"M","1. < high school diploma","White only","No","Yes",530,0,NA,20140718,"9. $30,000 to $34,999",2
20140705140886,63,"M","5. bachelor's degree","Black only","No","Yes",403,0,NA,20140723,"14. $75,000 to $99,999",2
20140705140894,20,"M","1. < high school diploma","White only","Yes","Yes",190,3,225,20140707,"6. $15,000 to $19,999",6
20140705140896,43,"M","6. master's degree","White only","No","Yes",210,3,NA,20140726,"16. >= $150,000",5
20140705140901,55,"F","4. associate degree","White only","No","No",390,0,NA,20140712,"14. $75,000 to $99,999",4
20140705140910,44,"M","3. some college","White only","No","Yes",0,0,1153.84,20140709,"12. $50,000 to $59,999",1
20140705140954,62,"M","3. some college","White only","No","Yes",255,0,640,20140707,"11. $40,000 to $49,999",2
20140705140963,74,"F","3. some college","White only","No","Yes",645,0,NA,20140709,"13. $60,000 to $74,999",1
20140705140994,57,"F","5. bachelor's degree","White only","No","Yes",370,0,NA,20140719,"13. $60,000 to $74,999",2
20140705140996,16,"M","1. < high school diploma","White only","Yes","Yes",150,2,350,20140705,"10. $35,000 to $39,999",6
20140705141000,57,"F","5. bachelor's degree","Other","Yes","Yes",50,1,690,20140720,"9. $30,000 to $34,999",4
20140705141006,59,"M","2. high school diploma","White only","No","Yes",124,0,1116,20140708,"15. $100,000 to $149,999",2
20140705141033,79,"F","2. high school diploma","White only","No","No",180,0,461.53,20140714,"9. $30,000 to $34,999",1
20140705141034,18,"M","1. < high school diploma","White only","No","Yes",60,4,427.5,20140718,"14. $75,000 to $99,999",7
20140705141057,85,"F","2. high school diploma","White only","No","No",358,0,NA,20140702,"7. $20,000 to $24,999",1
20140705141067,66,"M","1. < high school diploma","White only","Yes","Yes",315,0,NA,20140711,"8. $25,000 to $29,999",2
20140705141071,36,"M","5. bachelor's degree","White only","No","Yes",60,0,1800,20140715,"14. $75,000 to $99,999",1
20140705141079,61,"M","2. high school diploma","Black only","No","Yes",460,0,NA,20140706,"8. $25,000 to $29,999",2
20140705141090,35,"F","2. high school diploma","White only","Yes","Yes",90,2,NA,20140711,"9. $30,000 to $34,999",4
20140705141101,58,"M","1. < high school diploma","White only","Yes","Yes",250,2,400,20140708,"9. $30,000 to $34,999",4
20140705141103,62,"F","2. high school diploma","White only","No","Yes",305,3,NA,20140709,"15. $100,000 to $149,999",6
20140705141107,44,"M","2. high school diploma","Black only","No","Yes",55,2,1269.23,20140708,"13. $60,000 to $74,999",4
20140705141140,77,"F","2. high school diploma","White only","No","Yes",685,0,NA,20140721,"7. $20,000 to $24,999",1
20140705141148,20,"F","3. some college","White only","Yes","Yes",215,2,NA,20140719,"14. $75,000 to $99,999",5
20140705141151,39,"M","1. < high school diploma","White only","No","Yes",225,0,NA,20140715,"5. $12,500 to $14,999",5
20140705141152,33,"F","1. < high school diploma","White only","Yes","Yes",30,3,252,20140710,"5. $12,500 to $14,999",4
20140705141184,26,"M","3. some college","White only","No","Yes",415,0,500,20140704,"13. $60,000 to $74,999",2
20140705141192,70,"M","1. < high school diploma","White only","Yes","Yes",280,1,NA,20140720,"14. $75,000 to $99,999",5
20140705141199,28,"F","3. some college","White only","No","Yes",180,2,NA,20140722,"7. $20,000 to $24,999",4
20140705141205,39,"M","2. high school diploma","Asian only","No","Yes",60,1,600,20140705,"12. $50,000 to $59,999",3
20140705141248,70,"F","2. high school diploma","Black only","No","Yes",474,0,NA,20140712,"6. $15,000 to $19,999",1
20140705141262,25,"F","5. bachelor's degree","White only","No","Yes",450,1,500,20140710,"11. $40,000 to $49,999",2
20140705141281,53,"M","3. some college","Black only","No","Yes",540,0,923,20140727,"10. $35,000 to $39,999",1
20140705141288,24,"F","4. associate degree","White only","No","Yes",283,4,1500,20140706,"12. $50,000 to $59,999",6
20140705141291,64,"F","2. high school diploma","White only","No","Yes",129,0,596.15,20140705,"11. $40,000 to $49,999",2
20140705141294,53,"F","4. associate degree","White only","No","No",245,0,769.23,20140705,"7. $20,000 to $24,999",2
20140705141305,60,"M","3. some college","Black only","No","Yes",65,0,NA,20140711,"16. >= $150,000",1
20140705141310,66,"M","4. associate degree","White only","No","Yes",675,0,1153.84,20140706,"15. $100,000 to $149,999",2
20140705141315,58,"M","2. high school diploma","White only","No","Yes",640,0,961.53,20140705,"12. $50,000 to $59,999",1
20140705141327,24,"F","2. high school diploma","White only","No","Yes",290,0,520,20140705,"14. $75,000 to $99,999",3
20140705141328,41,"F","6. master's degree","White only","No","Yes",251,1,850,20140706,"16. >= $150,000",3
20140705141378,43,"F","5. bachelor's degree","White only","No","Yes",75,1,1423.07,20140709,"16. >= $150,000",3
20140705141384,78,"F","2. high school diploma","Black only","No","Yes",605,0,NA,20140705,"5. $12,500 to $14,999",1
20140705141396,36,"M","5. bachelor's degree","Asian only","No","Yes",150,0,855,20140706,"12. $50,000 to $59,999",2
20140705141421,63,"M","1. < high school diploma","Black only","No","Yes",765,0,NA,20140706,"8. $25,000 to $29,999",2
20140705141437,44,"F","2. high school diploma","White only","No","Yes",519,0,297.5,20140710,"15. $100,000 to $149,999",1
20140705141496,80,"M","1. < high school diploma","White only","No","No",905,0,NA,20140704,"6. $15,000 to $19,999",1
20140705141497,16,"M","1. < high school diploma","White only","No","No",210,1,60,20140716,"9. $30,000 to $34,999",3
20140705141498,20,"F","3. some college","White only","Yes","Yes",213,1,250,20140712,"14. $75,000 to $99,999",5
20140705141509,54,"M","3. some college","Black only","No","No",345,0,NA,20140704,"12. $50,000 to $59,999",2
20140705141580,46,"F","2. high school diploma","Black only","Yes","Yes",420,0,270,20140723,"6. $15,000 to $19,999",1
20140705141599,17,"M","1. < high school diploma","White only","No","Yes",350,2,NA,20140705,"11. $40,000 to $49,999",3
20140705141603,26,"F","4. associate degree","White only","No","No",460,1,576.92,20140707,"9. $30,000 to $34,999",3
20140705141620,34,"F","1. < high school diploma","White only","Yes","Yes",222,2,145.25,20140717,"5. $12,500 to $14,999",4
20140705141635,61,"M","5. bachelor's degree","White only","No","Yes",150,0,1153.84,20140714,"13. $60,000 to $74,999",2
20140705141639,24,"F","5. bachelor's degree","Black only","No","Yes",0,0,108.75,20140709,"2. $5,000-$7,499",1
20140705141649,60,"M","5. bachelor's degree","White only","No","Yes",125,0,NA,20140706,"9. $30,000 to $34,999",1
20140705141668,64,"F","3. some college","White only","No","Yes",165,0,115,20140707,"8. $25,000 to $29,999",1
20140705141676,44,"M","5. bachelor's degree","White only","No","Yes",345,1,2884.61,20140713,"14. $75,000 to $99,999",2
20140705141679,44,"M","5. bachelor's degree","White only","No","Yes",15,0,750,20140701,"10. $35,000 to $39,999",1
20140705141701,45,"M","6. master's degree","Other","No","Yes",432,3,1653.84,20140712,"14. $75,000 to $99,999",5
20140705141723,28,"M","2. high school diploma","White only","No","Yes",390,2,576.92,20140711,"10. $35,000 to $39,999",3
20140705141743,55,"F","3. some college","White only","No","Yes",0,0,600,20140712,"12. $50,000 to $59,999",1
20140705141744,39,"M","7. professional degree","White only","No","Yes",180,3,2884.61,20140728,"16. >= $150,000",5
20140705141760,66,"F","4. associate degree","White only","No","No",335,1,NA,20140705,"13. $60,000 to $74,999",3
20140705141764,77,"M","2. high school diploma","White only","Yes","Yes",860,0,NA,20140714,"11. $40,000 to $49,999",2
20140705141768,20,"F","2. high school diploma","White only","Yes","Yes",360,1,NA,20140719,"10. $35,000 to $39,999",3
20140705141844,24,"M","5. bachelor's degree","Black only","No","Yes",690,0,NA,20140712,"16. >= $150,000",5
20140705141855,29,"M","7. professional degree","White only","No","Yes",420,1,1019.23,20140726,"14. $75,000 to $99,999",3
20140705141862,35,"M","3. some college","White only","No","Yes",447,0,NA,20140711,"9. $30,000 to $34,999",1
20140705141877,80,"F","5. bachelor's degree","Black only","No","Yes",390,0,NA,20140713,"7. $20,000 to $24,999",1
20140705141890,43,"F","3. some college","Asian only","No","Yes",0,2,28,20140731,"7. $20,000 to $24,999",4
20140705141922,55,"F","6. master's degree","Asian only","No","Yes",250,0,2884.61,20140731,"14. $75,000 to $99,999",1
20140705141933,29,"F","3. some college","White only","No","No",192,4,NA,20140716,"10. $35,000 to $39,999",6
20140705141936,66,"F","2. high school diploma","White only","No","Yes",420,0,464,20140712,"8. $25,000 to $29,999",1
20140705141942,41,"F","6. master's degree","White only","No","Yes",0,0,1230.76,20140705,"15. $100,000 to $149,999",2
20140705141952,47,"M","2. high school diploma","White only","No","Yes",90,1,879.2,20140714,"12. $50,000 to $59,999",2
20140705141987,20,"M","2. high school diploma","White only","Yes","Yes",293,1,453.2,20140719,"6. $15,000 to $19,999",4
20140705142008,53,"F","5. bachelor's degree","White only","No","Yes",90,1,1000,20140721,"13. $60,000 to $74,999",4
20140705142013,36,"F","4. associate degree","White only","No","Yes",300,2,1000,20140709,"14. $75,000 to $99,999",4
20140705142044,85,"M","5. bachelor's degree","White only","No","Yes",695,0,NA,20140718,"13. $60,000 to $74,999",2
20140705142070,43,"M","4. associate degree","Black only","No","Yes",0,0,1100,20140712,"15. $100,000 to $149,999",2
20140705142104,80,"M","3. some college","White only","No","Yes",477,0,NA,20140719,"15. $100,000 to $149,999",2
20140705142108,34,"F","7. professional degree","White only","Yes","Yes",578,1,NA,20140706,"15. $100,000 to $149,999",2
20140705142112,54,"F","6. master's degree","White only","No","Yes",50,1,1250,20140701,"16. >= $150,000",3
20140705142216,74,"F","4. associate degree","White only","No","Yes",224,0,NA,20140724,"8. $25,000 to $29,999",1
20140705142239,72,"M","2. high school diploma","White only","No","Yes",360,0,NA,20140722,"10. $35,000 to $39,999",1
20140705142245,75,"M","3. some college","White only","No","Yes",150,0,NA,20140712,"7. $20,000 to $24,999",1
20140705142271,37,"M","4. associate degree","White only","No","Yes",990,3,1423.07,20140712,"15. $100,000 to $149,999",6
20140705142273,47,"F","2. high school diploma","White only","No","Yes",161,1,432,20140706,"15. $100,000 to $149,999",3
20140705142287,45,"F","5. bachelor's degree","White only","No","No",434,2,1461.53,20140706,"14. $75,000 to $99,999",3
20140705142312,16,"F","1. < high school diploma","White only","No","Yes",396,2,NA,20140715,"11. $40,000 to $49,999",3
20140705142358,40,"M","6. master's degree","White only","No","Yes",85,2,2884.61,20140705,"16. >= $150,000",4
20140705142366,66,"F","3. some college","White only","Yes","Yes",156,0,NA,20140711,"11. $40,000 to $49,999",2
20140705142403,47,"M","3. some college","White only","No","Yes",200,0,2884.61,20140705,"10. $35,000 to $39,999",3
20140705142409,41,"F","5. bachelor's degree","Asian only","No","Yes",350,2,368,20140707,"9. $30,000 to $34,999",4
20140705142461,67,"F","5. bachelor's degree","White only","No","Yes",300,0,NA,20140705,"12. $50,000 to $59,999",2
20140705142509,58,"M","3. some college","White only","Yes","Yes",675,0,NA,20140720,"13. $60,000 to $74,999",2
20140705142521,18,"F","1. < high school diploma","White only","Yes","Yes",458,0,150,20140717,"15. $100,000 to $149,999",3
20140705142526,67,"F","3. some college","Black only","No","Yes",200,0,740,20140719,"13. $60,000 to $74,999",2
20140705142528,35,"F","5. bachelor's degree","Asian only","No","Yes",45,1,1634.61,20140713,"7. $20,000 to $24,999",3
20140705142529,42,"M","4. associate degree","White only","No","Yes",540,0,701.2,20140705,"9. $30,000 to $34,999",2
20140706140002,69,"F","2. high school diploma","White only","No","Yes",435,0,NA,20140708,"9. $30,000 to $34,999",2
20140706140003,39,"M","5. bachelor's degree","Black only","No","Yes",540,1,1153.84,20140712,"13. $60,000 to $74,999",3
20140706140004,52,"M","5. bachelor's degree","White only","No","No",60,0,NA,20140710,"12. $50,000 to $59,999",1
20140706140013,41,"M","4. associate degree","White only","No","Yes",495,0,1292.3,20140706,"16. >= $150,000",1
20140706140018,32,"F","6. master's degree","White only","No","Yes",60,2,1666.66,20140713,"14. $75,000 to $99,999",4
20140706140019,61,"F","5. bachelor's degree","Black only","No","No",390,0,NA,20140719,"13. $60,000 to $74,999",2
20140706140025,28,"F","2. high school diploma","White only","Yes","Yes",360,0,538.46,20140719,"11. $40,000 to $49,999",2
20140706140032,64,"M","5. bachelor's degree","Other","Yes","Yes",175,0,807.69,20140702,"11. $40,000 to $49,999",1
20140706140035,16,"M","1. < high school diploma","White only","Yes","Yes",370,2,152.5,20140707,"6. $15,000 to $19,999",3
20140706140048,21,"F","2. high school diploma","Black only","No","Yes",305,0,468,20140713,"2. $5,000-$7,499",1
20140706140050,61,"M","1. < high school diploma","Black only","No","Yes",300,0,NA,20140716,"2. $5,000-$7,499",1
20140706140052,21,"F","2. high school diploma","Black only","No","Yes",773,0,350,20140713,"3. $7,500 to $9,999",1
20140706140057,45,"M","2. high school diploma","White only","No","Yes",180,0,1057.69,20140707,"12. $50,000 to $59,999",1
20140706140063,59,"F","3. some college","White only","Yes","Yes",490,0,NA,20140712,"6. $15,000 to $19,999",1
20140706140066,85,"M","2. high school diploma","White only","No","Yes",400,0,NA,20140726,"4. $10,000 to $12,499",1
20140706140083,67,"M","5. bachelor's degree","White only","Yes","Yes",522,0,NA,20140712,"11. $40,000 to $49,999",1
20140706140084,64,"M","2. high school diploma","White only","No","Yes",806,0,NA,20140706,"1. < $5,000",2
20140706140085,38,"M","4. associate degree","White only","No","Yes",553,2,NA,20140712,"11. $40,000 to $49,999",4
20140706140106,18,"F","1. < high school diploma","White only","No","No",180,2,NA,20140705,"10. $35,000 to $39,999",3
20140706140110,79,"F","4. associate degree","Black only","No","Yes",104,0,NA,20140715,"11. $40,000 to $49,999",1
20140706140124,47,"F","4. associate degree","White only","No","Yes",150,0,1076.92,20140716,"12. $50,000 to $59,999",1
20140706140135,58,"F","6. master's degree","White only","No","Yes",99,0,1423.07,20140714,"14. $75,000 to $99,999",1
20140706140138,80,"M","3. some college","Black only","No","Yes",555,0,NA,20140728,"7. $20,000 to $24,999",1
20140706140139,56,"F","5. bachelor's degree","Black only","No","Yes",202,2,604.8,20140702,"13. $60,000 to $74,999",4
20140706140140,57,"F","4. associate degree","White only","No","Yes",390,1,NA,20140716,"11. $40,000 to $49,999",3
20140706140141,26,"M","3. some college","White only","No","Yes",0,3,596.4,20140726,"10. $35,000 to $39,999",5
20140706140143,61,"M","5. bachelor's degree","White only","No","Yes",85,0,NA,20140723,"16. >= $150,000",2
20140706140147,24,"F","3. some college","White only","No","Yes",105,1,788.46,20140710,"12. $50,000 to $59,999",3
20140706140509,51,"M","1. < high school diploma","Black only","No","Yes",240,0,220,20140704,"6. $15,000 to $19,999",2
20140706140511,19,"F","3. some college","White only","No","No",305,0,96,20140710,"14. $75,000 to $99,999",3
20140706140514,85,"F","1. < high school diploma","White only","No","Yes",570,0,NA,20140719,"8. $25,000 to $29,999",1
20140706140516,60,"F","5. bachelor's degree","White only","No","Yes",148,0,NA,20140705,"12. $50,000 to $59,999",2
20140706140517,60,"M","2. high school diploma","White only","Yes","Yes",330,2,NA,20140705,"6. $15,000 to $19,999",4
20140706140522,35,"M","1. < high school diploma","Black only","No","Yes",185,2,240,20140719,"3. $7,500 to $9,999",4
20140706140524,47,"F","2. high school diploma","White only","No","No",190,0,NA,20140711,"10. $35,000 to $39,999",2
20140706140526,55,"M","2. high school diploma","Black only","No","Yes",500,2,NA,20140710,"7. $20,000 to $24,999",5
20140706140535,74,"M","8. doctoral degree","White only","Yes","Yes",230,0,692.3,20140724,"12. $50,000 to $59,999",1
20140706140540,21,"F","3. some college","White only","No","Yes",165,0,560,20140721,"10. $35,000 to $39,999",2
20140706140543,15,"F","1. < high school diploma","White only","No","Yes",135,1,NA,20140708,"15. $100,000 to $149,999",3
20140706140544,46,"F","2. high school diploma","White only","Yes","Yes",130,0,369.23,20140717,"10. $35,000 to $39,999",3
20140706140548,26,"M","4. associate degree","White only","No","No",15,4,1153.84,20140716,"12. $50,000 to $59,999",5
20140706140553,32,"F","2. high school diploma","White only","Yes","Yes",130,3,NA,20140714,"3. $7,500 to $9,999",5
20140706140554,53,"F","3. some college","Black only","No","Yes",310,1,NA,20140715,"13. $60,000 to $74,999",4
20140706140556,73,"M","3. some college","White only","No","Yes",195,0,NA,20140710,"11. $40,000 to $49,999",2
20140706140568,44,"F","5. bachelor's degree","White only","Yes","Yes",90,2,1153.84,20140713,"15. $100,000 to $149,999",4
20140706140569,43,"M","5. bachelor's degree","White only","No","Yes",155,2,2307.69,20140706,"16. >= $150,000",4
20140706140571,27,"F","8. doctoral degree","White only","No","Yes",195,0,769.23,20140708,"12. $50,000 to $59,999",2
20140706140582,75,"F","2. high school diploma","White only","No","Yes",406,0,NA,20140718,"9. $30,000 to $34,999",2
20140706140587,49,"M","2. high school diploma","White only","No","Yes",165,2,1252.4,20140716,"14. $75,000 to $99,999",5
20140706140590,59,"M","5. bachelor's degree","White only","No","Yes",310,0,2884.61,20140706,"13. $60,000 to $74,999",1
20140706140595,44,"F","2. high school diploma","Black only","No","Yes",35,1,340,20140713,"14. $75,000 to $99,999",3
20140706140600,53,"M","4. associate degree","White only","No","Yes",440,0,1080,20140705,"13. $60,000 to $74,999",1
20140706140603,22,"F","3. some college","White only","Yes","Yes",300,0,NA,20140720,"1. < $5,000",1
20140706140605,85,"F","2. high school diploma","White only","No","No",424,0,NA,20140717,"8. $25,000 to $29,999",1
20140706140606,60,"M","5. bachelor's degree","White only","No","Yes",40,0,NA,20140702,"15. $100,000 to $149,999",2
20140706140611,55,"M","3. some college","White only","No","Yes",60,1,1769.23,20140715,"16. >= $150,000",4
20140706140615,85,"F","2. high school diploma","Black only","No","Yes",335,0,NA,20140721,"11. $40,000 to $49,999",1
20140706140622,40,"F","5. bachelor's degree","White only","No","Yes",770,2,550,20140725,"14. $75,000 to $99,999",4
20140706140624,74,"F","3. some college","White only","No","Yes",495,0,NA,20140701,"2. $5,000-$7,499",1
20140706140625,31,"M","2. high school diploma","White only","No","Yes",115,1,780,20140715,"13. $60,000 to $74,999",3
20140706140626,36,"F","8. doctoral degree","White only","No","Yes",60,1,2692.3,20140708,"16. >= $150,000",3
20140706140628,30,"M","2. high school diploma","White only","No","No",210,0,NA,20140727,"8. $25,000 to $29,999",2
20140706140629,71,"F","2. high school diploma","White only","No","Yes",115,0,418.5,20140702,"8. $25,000 to $29,999",1
20140706140635,85,"F","4. associate degree","White only","No","Yes",685,0,NA,20140704,"8. $25,000 to $29,999",2
20140706140636,44,"F","2. high school diploma","Asian only","No","Yes",0,2,369,20140706,"10. $35,000 to $39,999",4
20140706140638,45,"F","8. doctoral degree","White only","No","Yes",0,3,NA,20140713,"16. >= $150,000",5
20140706140644,63,"F","6. master's degree","White only","No","Yes",373,0,NA,20140718,"11. $40,000 to $49,999",1
20140706140646,58,"M","6. master's degree","White only","No","No",320,0,NA,20140717,"10. $35,000 to $39,999",2
20140706140650,20,"M","2. high school diploma","Black only","No","Yes",420,0,400,20140723,"3. $7,500 to $9,999",2
20140706140652,43,"F","6. master's degree","White only","No","Yes",150,2,576.92,20140702,"16. >= $150,000",4
20140706140660,45,"M","2. high school diploma","White only","No","Yes",535,2,2000,20140719,"13. $60,000 to $74,999",4
20140706140669,67,"M","5. bachelor's degree","White only","No","No",220,0,NA,20140718,"16. >= $150,000",2
20140706140672,59,"F","6. master's degree","White only","No","Yes",0,1,NA,20140712,"14. $75,000 to $99,999",4
20140706140682,64,"M","8. doctoral degree","White only","No","Yes",290,0,NA,20140714,"13. $60,000 to $74,999",2
20140706140685,68,"M","5. bachelor's degree","Black only","No","Yes",380,1,NA,20140712,"15. $100,000 to $149,999",4
20140706140691,75,"F","2. high school diploma","White only","No","Yes",230,0,230.76,20140704,"6. $15,000 to $19,999",1
20140706140696,74,"M","4. associate degree","White only","No","No",414,0,NA,20140718,"13. $60,000 to $74,999",1
20140706140699,64,"F","4. associate degree","White only","No","Yes",585,0,NA,20140719,"11. $40,000 to $49,999",2
20140706140700,32,"F","5. bachelor's degree","White only","Yes","Yes",290,1,2076.92,20140718,"15. $100,000 to $149,999",4
20140706140709,20,"F","1. < high school diploma","Black only","No","Yes",388,1,NA,20140706,"6. $15,000 to $19,999",2
20140706140711,45,"M","5. bachelor's degree","White only","No","Yes",360,2,2884.61,20140706,"16. >= $150,000",4
20140706140714,44,"M","3. some college","White only","No","Yes",345,1,NA,20140714,"1. < $5,000",3
20140706140720,58,"M","6. master's degree","White only","No","No",320,0,NA,20140716,"12. $50,000 to $59,999",1
20140706140722,53,"F","2. high school diploma","White only","No","Yes",90,2,NA,20140719,"6. $15,000 to $19,999",5
20140706140726,43,"M","6. master's degree","White only","No","Yes",80,1,2884.61,20140712,"16. >= $150,000",3
20140706140728,59,"F","1. < high school diploma","White only","Yes","Yes",300,1,NA,20140707,"3. $7,500 to $9,999",3
20140706140732,24,"F","5. bachelor's degree","White only","Yes","Yes",240,0,NA,20140728,"9. $30,000 to $34,999",1
20140706140733,71,"M","2. high school diploma","Black only","Yes","Yes",189,0,NA,20140714,"9. $30,000 to $34,999",2
20140706140736,68,"M","6. master's degree","White only","No","Yes",930,0,1250,20140706,"14. $75,000 to $99,999",1
20140706140739,80,"F","2. high school diploma","White only","No","Yes",750,0,NA,20140713,"4. $10,000 to $12,499",2
20140706140741,57,"M","3. some college","White only","No","Yes",600,0,1153.84,20140712,"13. $60,000 to $74,999",2
20140706140743,60,"F","5. bachelor's degree","White only","No","Yes",280,0,NA,20140719,"15. $100,000 to $149,999",2
20140706140744,76,"F","2. high school diploma","White only","No","No",663,0,NA,20140717,"8. $25,000 to $29,999",1
20140706140750,48,"M","2. high school diploma","White only","No","Yes",65,0,846.15,20140718,"11. $40,000 to $49,999",2
20140706140753,23,"M","2. high school diploma","White only","No","Yes",360,0,NA,20140708,"12. $50,000 to $59,999",3
20140706140754,30,"M","5. bachelor's degree","White only","No","Yes",165,2,1384.61,20140705,"13. $60,000 to $74,999",4
20140706140756,67,"F","2. high school diploma","White only","No","No",500,0,384,20140705,"7. $20,000 to $24,999",1
20140706140757,66,"M","3. some college","White only","No","Yes",420,0,NA,20140720,"8. $25,000 to $29,999",1
20140706140766,25,"M","5. bachelor's degree","White only","No","Yes",60,0,850,20140715,"11. $40,000 to $49,999",2
20140706140777,29,"F","5. bachelor's degree","White only","No","Yes",115,2,900,20140719,"13. $60,000 to $74,999",3
20140706140778,15,"F","1. < high school diploma","Black only","No","Yes",245,3,NA,20140715,"1. < $5,000",6
20140706140780,59,"F","5. bachelor's degree","White only","No","No",20,0,NA,20140705,"5. $12,500 to $14,999",1
20140706140789,61,"M","2. high school diploma","White only","No","Yes",85,0,NA,20140718,"11. $40,000 to $49,999",1
20140706140792,28,"M","5. bachelor's degree","White only","Yes","Yes",60,0,855,20140726,"13. $60,000 to $74,999",2
20140706140796,80,"F","2. high school diploma","White only","No","Yes",524,0,NA,20140716,"10. $35,000 to $39,999",2
20140706140797,35,"F","1. < high school diploma","White only","Yes","Yes",429,1,NA,20140713,"14. $75,000 to $99,999",3
20140706140815,49,"F","2. high school diploma","White only","No","Yes",15,0,1019.23,20140731,"15. $100,000 to $149,999",4
20140706140818,21,"M","4. associate degree","Black only","No","Yes",480,0,100,20140701,"10. $35,000 to $39,999",4
20140706140839,50,"F","2. high school diploma","Black only","No","Yes",140,0,207.69,20140718,"9. $30,000 to $34,999",1
20140706140840,85,"F","1. < high school diploma","Asian only","No","Yes",245,0,NA,20140706,"5. $12,500 to $14,999",1
20140706140841,66,"F","5. bachelor's degree","White only","Yes","Yes",250,0,NA,20140722,"14. $75,000 to $99,999",2
20140706140844,67,"M","6. master's degree","White only","No","Yes",515,0,NA,20140719,"11. $40,000 to $49,999",1
20140706140851,80,"M","6. master's degree","White only","Yes","Yes",195,1,NA,20140710,"14. $75,000 to $99,999",4
20140706140853,41,"M","6. master's degree","White only","No","Yes",180,0,1307.69,20140724,"13. $60,000 to $74,999",1
20140706140854,40,"F","6. master's degree","White only","No","Yes",285,1,788.46,20140713,"11. $40,000 to $49,999",2
20140706140855,69,"F","2. high school diploma","White only","No","Yes",260,0,NA,20140707,"9. $30,000 to $34,999",2
20140706140859,61,"F","3. some college","White only","No","Yes",177,0,NA,20140714,"2. $5,000-$7,499",1
20140706140860,80,"F","2. high school diploma","White only","No","Yes",501,0,NA,20140719,"6. $15,000 to $19,999",1
20140706140864,44,"M","2. high school diploma","White only","No","No",5,1,471,20140711,"11. $40,000 to $49,999",4
20140706140879,62,"M","4. associate degree","White only","No","Yes",98,0,980.4,20140716,"14. $75,000 to $99,999",3
20140706140884,60,"F","7. professional degree","Black only","No","Yes",105,0,NA,20140710,"14. $75,000 to $99,999",1
20140706140885,15,"M","1. < high school diploma","White only","No","Yes",414,1,NA,20140720,"13. $60,000 to $74,999",3
20140706140886,59,"M","3. some college","Black only","No","Yes",160,0,NA,20140716,"13. $60,000 to $74,999",2
20140706140888,23,"F","4. associate degree","White only","Yes","Yes",410,0,210,20140706,"15. $100,000 to $149,999",3
20140706140890,42,"F","2. high school diploma","Asian only","No","Yes",45,1,369,20140728,"15. $100,000 to $149,999",3
20140706140891,19,"F","1. < high school diploma","White only","Yes",NA,510,2,NA,20140721,"6. $15,000 to $19,999",6
20140706140892,16,"M","1. < high school diploma","White only","Yes","Yes",227,1,NA,20140718,"7. $20,000 to $24,999",3
20140706140899,34,"F","5. bachelor's degree","White only","Yes","Yes",130,1,240,20140713,"4. $10,000 to $12,499",2
20140706140902,56,"F","5. bachelor's degree","White only","No","No",140,0,NA,20140705,"16. >= $150,000",2
20140706140907,80,"F","5. bachelor's degree","White only","No","Yes",180,0,NA,20140706,"10. $35,000 to $39,999",1
20140706140908,50,"F","2. high school diploma","Black only","No","Yes",608,0,840,20140726,"11. $40,000 to $49,999",1
20140706140912,60,"F","2. high school diploma","White only","No","No",770,0,NA,20140710,"14. $75,000 to $99,999",2
20140706140914,79,"M","2. high school diploma","White only","No","Yes",517,0,NA,20140702,"11. $40,000 to $49,999",2
20140706140916,42,"M","2. high school diploma","White only","Yes","No",960,1,625.2,20140706,"11. $40,000 to $49,999",5
20140706140919,61,"F","5. bachelor's degree","White only","No","Yes",30,0,1538.46,20140707,"15. $100,000 to $149,999",1
20140706140921,80,"F","2. high school diploma","White only","No","Yes",425,0,NA,20140707,"11. $40,000 to $49,999",2
20140706140923,50,"M","3. some college","White only","No","Yes",105,0,800,20140716,"12. $50,000 to $59,999",2
20140706140936,31,"F","2. high school diploma","Black only","No","Yes",40,2,552.92,20140707,"8. $25,000 to $29,999",3
20140706140942,62,"M","6. master's degree","White only","No","No",250,0,2884,20140713,"16. >= $150,000",2
20140706140944,51,"M","5. bachelor's degree","White only","No","Yes",60,1,NA,20140720,"16. >= $150,000",5
20140706140945,37,"F","6. master's degree","White only","No","Yes",450,0,2884.61,20140706,"11. $40,000 to $49,999",1
20140706140952,19,"F","3. some college","White only","No","Yes",259,1,320,20140702,"13. $60,000 to $74,999",5
20140706140959,31,"F","2. high school diploma","Other","No","Yes",135,1,138.75,20140719,"2. $5,000-$7,499",2
20140706140961,65,"F","5. bachelor's degree","White only","No","No",51,0,NA,20140705,"13. $60,000 to $74,999",2
20140706140964,79,"F","3. some college","White only","No","Yes",358,0,NA,20140716,"11. $40,000 to $49,999",1
20140706140966,58,"M","2. high school diploma","White only","No","Yes",180,0,NA,20140710,"12. $50,000 to $59,999",2
20140706140968,50,"F","5. bachelor's degree","White only","No","Yes",540,0,1000,20140701,"15. $100,000 to $149,999",1
